spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,Country,x,y
3119,"Grzegorz Fitelberg to Sergey Sergeevich Prokofiev, 12 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 110",12 February 1925,exact,Grzegorz Fitelberg,not_stated,not_stated,Warsaw,,Warsaw,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Full address: Restauracja "Astorja,641,,21.0102699997378,52.2355800000339
3120,"Joseph Szigeti to Sergey Sergeevich Prokofiev, 12 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 110",12 February 1925,exact,Joseph Szigeti,not_stated,not_stated,Warsaw,,Warsaw,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,Full address: Restauracja "Astorja,642,,21.0102699997378,52.2355800000339
3121,"Karol Szymanowski to Sergey Sergeevich Prokofiev, 12 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 111",12 February 1925,exact,Karol Szymanowski,not_stated,not_stated,Warsaw,,Warsaw,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Completion of VII/ 110.,643,,21.0102699997378,52.2355800000339
3273,"Clerical assistant to Sergey Sergeevich Prokofiev, 05 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 18",05 May 1925,exact,Clerical assistant,Konzert-Direktion Hermann Wolff u. Jules Sachs,Linkstrasse 42,Berlin,,"Linkstrasse 42, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,English,,644,,13.3737951529505,52.5050383967123
3122,"not_stated to Sergey Sergeevich Prokofiev, 12 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 111",12 February 1925,exact,not_stated,not_stated,not_stated,Warsaw,,Warsaw,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Full address: Restauracja "Astorja,645,,21.0102699997378,52.2355800000339
3123,"Oskar von Riesemann to Sergey Sergeevich Prokofiev, 14 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 112",14 February 1925,exact,Oskar von Riesemann,not_stated,Villa Schäfer,St. Quirin a/ Tegernsee,,"Villa Schäfer, St. Quirin a/ Tegernsee",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Address on letter: St. Quirin a/Tegernsee,646,,11.7567900003283,47.70858000001
2872,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 27 September 1924","Box: 1; Folder: 1924, September","Binder Via, page 303",27 September 1924,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,647,,1.16666999978631,45.8833299998488
3124,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 18 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 113",18 February 1925,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,"Neglinnyi pr., 14",Moscow,,"Neglinnyi pr., 14, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,648,,37.6200076999728,55.7639578599454
3125,"Clerical assistant to Sergey Sergeevich Prokofiev, 18 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 115",18 February 1925,exact,Clerical assistant,Banque pour le Commerce et l'Inudtrie a Varsovie,36 Rue de Châteaudun,Paris,,"36 Rue de Châteaudun, Paris",Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",original,letter,typed,Russian,,649,,2.33595889495134,48.8761544380344
3127,"Boris Georgievich Romanov to Sergey Sergeevich Prokofiev, 19 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 118",19 February 1925,exact,Boris Georgievich Romanov,not_stated,not_stated,Darmstadt,,Darmstadt,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Full address: Hôtel Darmstadter - Hof.,650,,8.65013000003935,49.8726399999088
3128,"Georgii Bremer to Sergey Sergeevich Prokofiev, 19 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 120",19 February 1925,exact,Georgii Bremer,not_stated,Kurfürstendamm 200,Berlin,,"Kurfürstendamm 200, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,651,,13.3204903367165,52.5016546673658
3130,"Shoshana Avivit to Sergey Sergeevich Prokofiev, 21 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 122",21 February 1925,exact,Shoshana Avivit,not_stated,28 Avenue Friedland,Paris,,"28 Avenue Friedland, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,652,,2.29970427079485,48.8742754495381
3132,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 21 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 126",21 February 1925,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,"Neglinnyi pr., 14",Moscow,,"Neglinnyi pr., 14, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,653,,37.6200076999728,55.7639578599454
3134,"Natalia Koussevitzkaya to Sergey Sergeevich Prokofiev, 22 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 128",22 February 1925,exact,Natalia Koussevitzkaya,not_stated,not_stated,Boston,,Boston,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,654,,-71.0567399997302,42.3586599998984
3137,"Eugen Szenkar to Sergey Sergeevich Prokofiev, 23 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 132",23 February 1925,exact,Eugen Szenkar,not_stated,not_stated,Cologne,,Cologne,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,Szenkar (Mr) Address: 15 Belfortstr.,655,,6.95516000012807,50.9416700002563
3140,"Georgii Bremer to Sergey Sergeevich Prokofiev, 25 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 138",25 February 1925,exact,Georgii Bremer,not_stated,Kurfürstendamm 200,Berlin,,"Kurfürstendamm 200, Berlin",Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",original,postcard,handwritten,Russian,,656,,13.3204903367165,52.5016546673658
3142,"Clerical assistant to Sergey Sergeevich Prokofiev, 25 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 142",25 February 1925,exact,Clerical assistant,Concerts Populaires,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,657,,4.3609136858299,50.8405245619612
3147,"Wanda Szigeti to Sergey Sergeevich Prokofiev, [12 February 1925]","Box: 1; Folder: 1925, February","Binder VII, page 100",12 February 1925,implied,Wanda Szigeti,not_stated,161 Boulevard Haussmann,Paris,,"161 Boulevard Haussmann, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,658,,2.30880097607785,48.8749825435676
3149,"Clerical assistant to Sergey Sergeevich Prokofiev, 03 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 149",03 March 1925,exact,Clerical assistant,Entre Soi,9 Rue de Phalsbourg,Paris,,"9 Rue de Phalsbourg, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,659,,2.3089962689223,48.8818728124158
3150,"Shoshana Avivit to Sergey Sergeevich Prokofiev, 03 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 154",03 March 1925,exact,Shoshana Avivit,not_stated,28 Avenue Friedland,Paris,,"28 Avenue Friedland, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,660,,2.29970427079485,48.8742754495381
3151,"A. Komarov to Sergey Sergeevich Prokofiev, [03 March 1925]","Box: 1; Folder: 1925, March","Binder VII, page 150",03 March 1925,implied,A. Komarov,not_stated,1 Rue des Ponts,Pau,,"1 Rue des Ponts, Pau",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,661,,-0.377834887675762,43.2946778627546
3153,"Clerical assistant to Sergey Sergeevich Prokofiev, 04 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 155",04 March 1925,exact,Clerical assistant,Entre Soi,9 Rue de Phalsbourg,Paris,,"9 Rue de Phalsbourg, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,662,,2.3089962689223,48.8818728124158
3156,"Boris Georgievich Romanov to Sergey Sergeevich Prokofiev, 04 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 159",04 March 1925,exact,Boris Georgievich Romanov,not_stated,not_stated,Darmstadt,,Darmstadt,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Full address: Hôtel Darmstadter-Hof,663,,8.65013000003935,49.8726399999088
3157,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 04 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 161",04 March 1925,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,664,,37.6150100001447,55.7569599999085
3168,"B. Mirline to Sergey Sergeevich Prokofiev, 16 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 175",16 March 1925,exact,B. Mirline,not_stated,28 Rue Saint Lazare,Paris,,"28 Rue Saint Lazare, Paris",Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",original,letter,handwritten,Russian,,665,,2.33658201134816,48.8767734272518
3169,"Henri Prunières to Sergey Sergeevich Prokofiev, [17 March 1925]","Box: 1; Folder: 1925, March","Binder VII, page 170",17 March 1925,implied,Henri Prunières,not_stated,35 Rue Madame,Paris,,"35 Rue Madame, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,666,,2.33175035252393,48.8492512283073
3170,"Iosif Vladimirovich Gessen to Sergey Sergeevich Prokofiev, 18 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 176",18 March 1925,exact,Iosif Vladimirovich Gessen,not_stated,Kochstrasse 22 - 26,Berlin,,"Kochstrasse 22 - 26, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,667,,13.3897641444302,52.5067045010494
3171,"H. V. Wedderkop to Sergey Sergeevich Prokofiev, 18 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 177",18 March 1925,exact,H. V. Wedderkop,not_stated,not_stated,Cologne,,Cologne,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,"Signature possibly H.v.Wedderkop (see VII, page 180, ID 870).",668,,6.95516000012807,50.9416700002563
3186,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 29 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 191",29 March 1925,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,669,,37.6150100001447,55.7569599999085
3187,"Clerical assistant to Sergey Sergeevich Prokofiev, 30 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 193",30 March 1925,exact,Clerical assistant,Les Dernières Nouvelles,26 Rue Buffault,Paris,,"26 Rue Buffault, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,original,letter,typed,Russian,,670,,2.34220113335044,48.8760046764441
3188,"B. Mirline to Sergey Sergeevich Prokofiev, 31 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 194",31 March 1925,exact,B. Mirline,not_stated,28 Rue Saint Lazare,Paris,,"28 Rue Saint Lazare, Paris",Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,not_stated,,54 route des Gardes,original,letter,handwritten,Russian,,671,,2.33658201134816,48.8767734272518
3191,"Valter Fedorovich Nuvel to Sergey Sergeevich Prokofiev, 01 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 198",01 April 1925,exact,Valter Fedorovich Nuvel,not_stated,18 Rue d'Antin,Paris,,"18 Rue d'Antin, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,672,,2.33367414141728,48.8691332547732
3192,"H. V. Wedderkop to Sergey Sergeevich Prokofiev, 01 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 199",01 April 1925,exact,H. V. Wedderkop,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",original,letter,typed,French,,673,,13.3769100001127,52.5160400001679
3194,"Fyodor Weber to Sergey Sergeevich Prokofiev, 01 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 201",01 April 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,674,,13.5505293614867,52.5672043793325
3195,"Henri Prunières to Sergey Sergeevich Prokofiev, 02 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 205",02 April 1925,exact,Henri Prunières,not_stated,35 Rue Madame,Paris,,"35 Rue Madame, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,675,,2.33175035252393,48.8492512283073
3198,"Boris Georgievich Romanov to Sergey Sergeevich Prokofiev, 03 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 203",03 April 1925,exact,Boris Georgievich Romanov,not_stated,not_stated,Wiesbaden,,Wiesbaden,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,676,,8.24213999957893,50.0846599998217
3201,"Clerical assistant to Sergey Sergeevich Prokofiev, 06 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 207",06 April 1925,exact,Clerical assistant,Haensel & Jones,33 West 42nd Street,New York,,"33 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,not_stated,,Villa Béthanie,original,letter,typed,English,,677,,-73.9824091191193,40.7541649548309
3203,"Louis Gallié to Sergey Sergeevich Prokofiev, 07 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 208",07 April 1925,exact,Louis Gallié,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,Stamped on letter: 'Nouvelle adresse 2 rue Turgot (Paris).,678,,2.34143999979337,48.8572100000963
3205,"Salo Lewertoff to Sergey Sergeevich Prokofiev, 07 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 210",07 April 1925,exact,Salo Lewertoff,not_stated,31 Julicherstrasse,Cologne,,"31 Julicherstrasse, Cologne",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,German,,679,,6.93182797460863,50.9340914849179
3207,"Margot Szenkar to Sergey Sergeevich Prokofiev, 08 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 216",08 April 1925,exact,Margot Szenkar,not_stated,15 Belfortstrasse,Cologne,,"15 Belfortstrasse, Cologne",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,English,,680,,6.96339765908127,50.9529222399521
3208,"Fyodor Weber to Sergey Sergeevich Prokofiev, 08 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 217",08 April 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,681,,13.5505293614867,52.5672043793325
3209,"O. Putzeys to Sergey Sergeevich Prokofiev, 08 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 218",08 April 1925,exact,O. Putzeys,not_stated,21 Rue du Marais,Brussels,,"21 Rue du Marais, Brussels",Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",original,letter,typed,English,Wrongly addressed as 53 route des Gardes.,682,,4.358049779449,50.8507324044994
3213,"Sheridan Russell to Sergey Sergeevich Prokofiev, 09 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 223",09 April 1925,exact,Sheridan Russell,not_stated,15 Avenue des Fleurs,Monte-Carlo,,"15 Avenue des Fleurs, Monte-Carlo",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,English,,683,,7.42775174956121,43.741795500185
3216,"Winnaretta Polignac to Sergey Sergeevich Prokofiev, 10 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 228",10 April 1925,exact,Winnaretta Polignac,not_stated,43 Avenue Henri Martin,Paris,,"43 Avenue Henri Martin, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,684,,2.27212023516805,48.8638020021371
3217,"Georgii Nikolaevich Gorchakov to Sergey Sergeevich Prokofiev, 12 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 229",12 April 1925,exact,Georgii Nikolaevich Gorchakov,not_stated,not_stated,Kishinev,,Kishinev,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,685,,28.8324199996605,47.0245899997751
3219,"Ephraim Gottlieb to Sergey Sergeevich Prokofiev, 13 April 1925","Box: 1; Folder: 1925, April","Binder XLI, page 207",13 April 1925,exact,Ephraim Gottlieb,not_stated,"39 South La Salle Street, Suite 418-24",Chicago,,"39 South La Salle Street, Suite 418-24, Chicago",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,English,,686,,-87.6323466033089,41.8808608636857
2874,"Eugen Szenkar to Sergey Sergeevich Prokofiev, 27 September 1924","Box: 1; Folder: 1924, September","Binder Via, page 307",27 September 1924,exact,Eugen Szenkar,not_stated,15 Belfortstrasse,Cologne,,"15 Belfortstrasse, Cologne",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,687,,6.96339765908127,50.9529222399521
