spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,x,y
1560,"Sergey Sergeevich Prokofiev to Fatma Samoilenko, 26 December 1919",not_stated,"Binder XLII, page 18",26 December 1919,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,New York,,New York,Fatma Samoilenko,not_stated,53 West 46,New York,,"53 West 46, New York",photocopy,postcard,handwritten,Russian,,-73.98100252,40.75688221
1579,"Sergey Sergeevich Prokofiev to Fatma Samoilenko, 06 July 1920",not_stated,"Binder XLII, page 41",06 July 1920,exact,Sergey Sergeevich Prokofiev,not_stated,12 Quai de la Tour,Mantes-sur-Seine,,"12 Quai de la Tour, Mantes-sur-Seine",Fatma Samoilenko,not_stated,59 Avenue Marceau,Paris,,"59 Avenue Marceau, Paris",photocopy,postcard,handwritten,Russian,,2.297849176,48.86994742
1580,"Sergey Sergeevich Prokofiev to Fatma Samoilenko, 12 September 1920",not_stated,"Binder XLII, page 43",12 September 1920,exact,Sergey Sergeevich Prokofiev,not_stated,12 Quai de la Tour,Mantes-sur-Seine,,"12 Quai de la Tour, Mantes-sur-Seine",Fatma Samoilenko,not_stated,75 Avenue des Champs-Élysées,Paris,,"75 Avenue des Champs-Élysées, Paris",photocopy,postcard,handwritten,Russian,,2.303169859,48.87113513
1585,"Sergey Sergeevich Prokofiev to Fatma Samoilenko, 16 October 1920",not_stated,"Binder XLII, page 48",16 October 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,Fatma Samoilenko,not_stated,75 Avenue des Champs-Élysées,Paris,,"75 Avenue des Champs-Élysées, Paris",photocopy,postcard,handwritten,Russian,,2.303169859,48.87113513
1592,"Sergey Sergeevich Prokofiev to Maria Grigorievna Prokofieva, 19 November 1920",not_stated,"Binder XLIII, page 72",19 November 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Chicago,,Chicago,Maria Grigorievna Prokofieva,not_stated,19 Rue Ballu,Paris,,"19 Rue Ballu, Paris",photocopy,postcard,handwritten,Russian,,2.329730743,48.88191991
1594,"Sergey Sergeevich Prokofiev to Maria Grigorievna Prokofieva, 25 November 1920",not_stated,"Binder XLIII, page 73",25 November 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Chicago,,Chicago,Maria Grigorievna Prokofieva,not_stated,19 Rue Ballu,Paris,,"19 Rue Ballu, Paris",photocopy,postcard,handwritten,Russian,,2.329730743,48.88191991
1595,"Sergey Sergeevich Prokofiev to Maria Grigorievna Prokofieva, 01 December 1920",not_stated,"Binder XLIII, page 74",01 December 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Chicago,,Chicago,Maria Grigorievna Prokofieva,not_stated,19 Rue Ballu,Paris,,"19 Rue Ballu, Paris",photocopy,postcard,handwritten,Russian,,2.329730743,48.88191991
1596,"Sergey Sergeevich Prokofiev to Maria Grigorievna Prokofieva, 06 December 1920",not_stated,"Binder XLIII, page 75",06 December 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Chicago,,Chicago,Maria Grigorievna Prokofieva,not_stated,19 Rue Ballu,Paris,,"19 Rue Ballu, Paris",photocopy,postcard,handwritten,Russian,,2.329730743,48.88191991
1597,"Sergey Sergeevich Prokofiev to Maria Grigorievna Prokofieva, 08 December 1920",not_stated,"Binder XLIII, page 76",08 December 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Appleton,,Appleton,Maria Grigorievna Prokofieva,not_stated,19 Rue Ballu,Paris,,"19 Rue Ballu, Paris",photocopy,postcard,handwritten,Russian,,2.329730743,48.88191991
1600,"Sergey Sergeevich Prokofiev to Maria Grigorievna Prokofieva, 12 December 1920",not_stated,"Binder XLIII, page 77",12 December 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ogden,,Ogden,Maria Grigorievna Prokofieva,not_stated,19 Rue Ballu,Paris,,"19 Rue Ballu, Paris",photocopy,postcard,handwritten,Russian,,2.329730743,48.88191991
1602,"Sergey Sergeevich Prokofiev to Maria Grigorievna Prokofieva, 20 December 1920",not_stated,"Binder XLIII, page 78",20 December 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,San Francisco,,San Francisco,Maria Grigorievna Prokofieva,not_stated,19 Rue Ballu,Paris,,"19 Rue Ballu, Paris",photocopy,postcard,handwritten,Russian,,2.329730743,48.88191991
1603,"Sergey Sergeevich Prokofiev to Igor Fedorovich Stravinsky, 22 December 1920",not_stated,"Binder XLI, page 31",22 December 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Tijuana,,Tijuana,Igor Fedorovich Stravinsky,not_stated,not_stated,Garches,,Garches,photocopy,postcard,handwritten,Russian,,2.18696,48.84469
1605,"Sergey Sergeevich Prokofiev to Maria Grigorievna Prokofieva, 26 December 1920",not_stated,"Binder XLIII, page 80",26 December 1920,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,,Los Angeles,Maria Grigorievna Prokofieva,not_stated,19 Rue Ballu,Paris,,"19 Rue Ballu, Paris",photocopy,postcard,handwritten,Russian,,2.329730743,48.88191991
1606,"Sergey Sergeevich Prokofiev to José Raoul Capablanca, 28 December 1920",not_stated,"Binder XLI, page 32",28 December 1920,exact,Sergey Sergeevich Prokofiev,not_stated,4th and S. Hill Sts.,Los Angeles,,"4th and S. Hill Sts., Los Angeles",José Raoul Capablanca,not_stated,not_stated,Havana,,Havana,photocopy,letter,draft,English,,-82.36749,23.13211
