SPA id,item_title,container,goldsmiths,date,date_qualifier,Sender,sender_organization,sender_address,sender_city,sender_country,address,Recipient,recipient_organization,recipient_address,recipient_city,recipient_country,address,format,document_type,format,language,notes,x,y
3095,"Sergey Sergeevich Prokofiev to Iosif Vladimirovich Gessen, 31 January 1925","Box: 1; Folder: 1925, January","Binder VII, page 79",31 January 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Iosif Vladimirovich Gessen,not_stated,not_stated,Berlin,,Berlin,original,letter,draft,Russian,,1.16667,45.88333
3097,"Sergey Sergeevich Prokofiev to Martin Berchtold, 31 January 1925","Box: 1; Folder: 1925, January","Binder VII, page 82",31 January 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Martin Berchtold,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,German,,1.16667,45.88333
3111,"Sergey Sergeevich Prokofiev to A Komarov, 05 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 94",05 February 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,A. Komarov,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,Russian,,1.16667,45.88333
3131,"Sergey Sergeevich Prokofiev to Shoshana Avivit, 23 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 123",23 February 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Shoshana Avivit,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,Russian,,1.16667,45.88333
3135,"Sergey Sergeevich Prokofiev to Vladimir Vladimirovich Derzhanovsky, 23 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 130",23 February 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Vladimir Vladimirovich Derzhanovsky,not_stated,not_stated,Moscow,,Moscow,original,letter,draft,Russian,,1.16667,45.88333
3138,"Sergey Sergeevich Prokofiev to Eugen Szenkar, 25 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 133",25 February 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Eugen Szenkar,not_stated,not_stated,Cologne,,Cologne,original,letter,typed,French,,1.16667,45.88333
3139,"Sergey Sergeevich Prokofiev to Vladimir Nikolaevich Bashkirov, 25 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 137",25 February 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Vladimir Nikolaevich Bashkirov,not_stated,not_stated,New York,,New York,original,letter,draft,Russian,,1.16667,45.88333
3141,"Sergey Sergeevich Prokofiev to Boris Georgievich Romanov, 25 February 1925","Box: 1; Folder: 1925, February","Binder VII, page 140",25 February 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Boris Georgievich Romanov,not_stated,not_stated,Darmstadt,,Darmstadt,original,letter,draft,Russian,,1.16667,45.88333
3143,"Sergey Sergeevich Prokofiev to Clerical assistant, 15 April 1925","Box: 1; Folder: 1925, February","Binder VII, page 143",15 April 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Clerical assistant,Concerts Populaires,not_stated,not_stated,,not_stated,original,letter,draft,French,,1.16667,45.88333
3155,"Sergey Sergeevich Prokofiev to v. Diezgardt, 04 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 157",04 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,v. Diezgardt,not_stated,not_stated,Cologne,,Cologne,original,letter,handwritten,French,,1.16667,45.88333
3159,"Sergey Sergeevich Prokofiev to Félix Delgrange, 07 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 163",07 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Félix Delgrange,not_stated,not_stated,Paris,,Paris,original,letter,draft,French,,1.16667,45.88333
3160,"Sergey Sergeevich Prokofiev to Félix Delgrange, 07 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 165",07 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Félix Delgrange,not_stated,23 Rue du Rocher,Paris,,"23 Rue du Rocher, Paris",original,letter,typed,French,Addressed to Monsieur Félix Delgrande (Delgrange). Typed version of the previous letter.,2.228535608,48.81722948
3172,"Sergey Sergeevich Prokofiev to H. V. Wedderkop, 20 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 180",20 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,H. V. Wedderkop,not_stated,not_stated,Cologne,,Cologne,original,letter,handwritten,French,,1.16667,45.88333
3173,"Sergey Sergeevich Prokofiev to Iosif Vladimirovich Gessen, 20 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 178",20 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Iosif Vladimirovich Gessen,not_stated,not_stated,Berlin,,Berlin,original,letter,draft,Russian,,1.16667,45.88333
3174,"Sergey Sergeevich Prokofiev to Nadezhda Kirillovna Borovskaya, 20 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 180",20 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Nadezhda Kirillovna Borovskaya,not_stated,not_stated,Cologne,,Cologne,original,letter,draft,Russian,,1.16667,45.88333
3175,"Sergey Sergeevich Prokofiev to Pavel Nikolaevich Miliukov, 20 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 181",20 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Pavel Nikolaevich Miliukov,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,,1.16667,45.88333
3177,"Sergey Sergeevich Prokofiev to Joseph Szigeti, 28 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 183",28 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Joseph Szigeti,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,French,,1.16667,45.88333
3180,"Sergey Sergeevich Prokofiev to Diergardt, 21 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 186",21 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Diergardt,not_stated,not_stated,Cologne,,Cologne,original,letter,draft,French,To Madame Diergardt,1.16667,45.88333
3181,"Sergey Sergeevich Prokofiev to Remond, 21 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 187",21 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Remond,not_stated,not_stated,Cologne,,Cologne,original,letter,handwritten,French,Addressee appears to be 'Rémond'.,1.16667,45.88333
3184,"Sergey Sergeevich Prokofiev to Natalia Koussevitzkaya, 25 March 1925",not_stated,"Binder XLI, page 204",25 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Monte-Carlo,,Monte-Carlo,Natalia Koussevitzkaya,not_stated,not_stated,not_stated,,not_stated,photocopy,letter,handwritten,Russian,,7.42694,43.73832
3185,"Sergey Sergeevich Prokofiev to Valter Fedorovich Nuvel, 28 March 1925","Box: 1; Folder: 1925, March","Binder VII, page 190",28 March 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Valter Fedorovich Nuvel,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,,1.16667,45.88333
3197,"Sergey Sergeevich Prokofiev to Pierre Petrovich Souvchinsky, 02 April 1925",not_stated,"Binder XLIII, page 51",02 April 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Pierre Petrovich Souvchinsky,not_stated,not_stated,not_stated,,not_stated,photocopy,letter,handwritten,Russian,,1.16667,45.88333
3199,"Sergey Sergeevich Prokofiev to Fyodor Weber, 03 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 204",03 April 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Fyodor Weber,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1.16667,45.88333
3214,"Sergey Sergeevich Prokofiev to Sheridan Russell, 13 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 224",13 April 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Sheridan Russell,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,English,,1.16667,45.88333
3220,"Sergey Sergeevich Prokofiev to Ephraim Gottlieb, 21 May 1925","Box: 1; Folder: 1925, April","Binder XLI, page 209",21 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Ephraim Gottlieb,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,English,,1.16667,45.88333
3225,"Sergey Sergeevich Prokofiev to Louis Gallié, 16 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 241",16 April 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Louis Gallié,not_stated,2 Rue Turgot,Paris,,"2 Rue Turgot, Paris",original,letter,typed,French,,2.228535608,48.81722948
3235,"Sergey Sergeevich Prokofiev to Clerical assistant, 19 May 1925","Box: 1; Folder: 1925, April","Binder VII, page 260",19 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Clerical assistant,Haensel & Jones,not_stated,not_stated,,not_stated,original,letter,handwritten,English,,1.16667,45.88333
3252,"Sergey Sergeevich Prokofiev to Peter Sirota, 29 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 282",29 April 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Peter Sirota,not_stated,not_stated,Berlin,,Berlin,original,letter,typed,Russian,,2.228535608,48.81722948
3253,"Sergey Sergeevich Prokofiev to Ilia Lapina, 30 April 1925","Box: 1; Folder: 1925, April","Binder VII, page 284",30 April 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Ilia Lapina,not_stated,75-77 Rue Denfert-Rochereau,Paris,,"75-77 Rue Denfert-Rochereau, Paris",original,letter,typed,French,,2.228535608,48.81722948
3268,"Sergey Sergeevich Prokofiev to Ernst J. Meyer, 04 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 13",04 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 Route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Ernst J. Meyer,not_stated,not_stated,Berlin,,Berlin,original,letter,draft,English,Typed version of VIII/6,2.228535608,48.81722948
3270,"Sergey Sergeevich Prokofiev to not_stated, 04 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 12",04 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",not_stated,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,French,,2.228535608,48.81722948
3281,"Sergey Sergeevich Prokofiev to Peter Sirota, 14 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 32",14 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Peter Sirota,not_stated,not_stated,Berlin,,Berlin,original,letter,typed,Russian,,2.228535608,48.81722948
3282,"Sergey Sergeevich Prokofiev to Clerical assistant, 14 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 33",14 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Clerical assistant,Konzert-Direktion Hermann Wolff u. Jules Sachs,Linkstrasse 42,Berlin,,"Linkstrasse 42, Berlin",original,letter,typed,English,,2.228535608,48.81722948
3292,"Sergey Sergeevich Prokofiev to Ernst J. Meyer, 24 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 49",24 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Ernst J. Meyer,not_stated,Friedrichstrasse 173,Berlin,,"Friedrichstrasse 173, Berlin",original,letter,typed,English,,2.228535608,48.81722948
3297,"Sergey Sergeevich Prokofiev to Peter Sirota, 26 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 55",26 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,54 route des Gardes,"Bellevue, Meudon",France,"54 route des Gardes, Bellevue",Peter Sirota,not_stated,not_stated,Berlin,,Berlin,original,letter,typed,Russian,Typed version of VIII/48,2.228535608,48.81722948
3299,"Sergey Sergeevich Prokofiev to Clerical assistant, 31 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 57",31 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,Clerical assistant,Konzert-Direktion Hermann Wolff u. Jules Sachs,not_stated,not_stated,,not_stated,original,letter,draft,English,,1.16667,45.88333
3307,"Sergey Sergeevich Prokofiev to B. Mirline, 31 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 71",31 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,B. Mirline,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,Russian,,1.16667,45.88333
3308,"Sergey Sergeevich Prokofiev to Horace Parmelee, 30 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 72",30 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,Horace Parmelee,not_stated,not_stated,New York,,New York,original,letter,draft,English,,2.34144,48.85721
3309,"Sergey Sergeevich Prokofiev to M. Bognel, 30 May 1925","Box: 1; Folder: 1925, May","Binder VIII, page 73",30 May 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,"Bellevue, Meudon",France,Bellevue,M. Bognel,not_stated,not_stated,Paris,,Paris,original,letter,draft,French,,1.16667,45.88333
3316,"Sergey Sergeevich Prokofiev to not_stated, 02 June 1925",not_stated,"Binder XLIII, page 82",02 June 1925,exact,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",not_stated,not_stated,not_stated,not_stated,,not_stated,photocopy,letter,handwritten,Russian,,2.330957557,48.84844173
3329,"Sergey Sergeevich Prokofiev to Horace Parmelee, 28 June 1925","Box: 1; Folder: 1925, June","Binder VIII, page 99",28 June 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,Horace Parmelee,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,English,,2.34144,48.85721
3362,"Sergey Sergeevich Prokofiev to Pierre Petrovich Souvchinsky, 24 June 1925",not_stated,"Binder XLIII, page 52",24 June 1925,exact,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",Pierre Petrovich Souvchinsky,not_stated,not_stated,not_stated,,not_stated,photocopy,letter,typed,Russian,,2.330957557,48.84844173
3366,"Sergey Sergeevich Prokofiev to Peter Sirota, 27 June 1925","Box: 1; Folder: 1925, June","Binder VIII, page 152",27 June 1925,exact,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",Peter Sirota,not_stated,not_stated,Berlin,,Berlin,original,letter,handwritten,Russian,,2.330957557,48.84844173
3367,"Sergey Sergeevich Prokofiev to Clerical assistant, 27 June 1925","Box: 1; Folder: 1925, June","Binder VIII, page 153",27 June 1925,exact,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",Clerical assistant,Neuer Bankyes,not_stated,Berlin,,Berlin,original,letter,draft,English,,2.330957557,48.84844173
3368,"Sergey Sergeevich Prokofiev to Max Terpis, 27 June 1925","Box: 1; Folder: 1925, June","Binder VIII, page 154",27 June 1925,exact,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",Max Terpis,not_stated,not_stated,Berlin,,Berlin,original,letter,handwritten,French,,2.330957557,48.84844173
3369,"Sergey Sergeevich Prokofiev to Ernst J. Meyer, 27 June 1925","Box: 1; Folder: 1925, June","Binder VIII, page 156",27 June 1925,exact,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",Ernst J. Meyer,not_stated,Friedrichstrasse 173,Berlin,,"Friedrichstrasse 173, Berlin",original,letter,typed,English,,2.330957557,48.84844173
3373,"Sergey Sergeevich Prokofiev to Boris Kokhno, 29 June 1925","Box: 1; Folder: 1925, June","Binder VIII, page 159",29 June 1925,exact,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",Boris Kokhno,not_stated,not_stated,London,,London,original,letter,draft,Russian,,2.330957557,48.84844173
3377,"Sergey Sergeevich Prokofiev to Clerical assistant: Konzertdirektion Leonard, 04 July 1925","Box: 1; Folder: 1925, June","Binder VIII, page 165",04 July 1925,exact,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",Clerical assistant: Konzertdirektion Leonard,not_stated,Schellingstrasse 9,Berlin,,"Schellingstrasse 9, Berlin",original,letter,draft,English,,2.34144,48.85721
3397,"Sergey Sergeevich Prokofiev to Alfredo Casella, 05 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 176",05 July 1925,exact,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",Alfredo Casella,not_stated,not_stated,Versailles,,Versailles,original,letter,draft,French,,2.330957557,48.84844173
3406,"Sergey Sergeevich Prokofiev to Ida Rubinstein, 13 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 190",13 July 1925,exact,Sergey Sergeevich Prokofiev,not_stated,"Victoria Palace Hotel, Rue Blaise Desgoffe",Paris,,"Victoria Palace Hotel, Rue Blaise Desgoffe, Paris",Ida Rubinstein,not_stated,7 Place Etats-Umis,Paris,,"7 Place Etats-Umis, Paris",original,telegram,handwritten,French,,2.324409956,48.84583997
3410,"Sergey Sergeevich Prokofiev to Fyodor Weber, 14 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 195",14 July 1925,exact,Sergey Sergeevich Prokofiev,not_stated,6 Rue Blaise Desgoffe,Paris,,"6 Rue Blaise Desgoffe, Paris",Fyodor Weber,not_stated,not_stated,Berlin,,Berlin,original,letter,draft,Russian,,2.324399406,48.845826
3415,"Sergey Sergeevich Prokofiev to Clerical assistant, 22 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 208",22 July 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Clerical assistant,Heinrichshofen,not_stated,Magdeburg,,Magdeburg,original,letter,draft,English,,2.70145,48.34
3422,"Sergey Sergeevich Prokofiev to Joseph Szigeti, 22 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 213",22 July 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Joseph Szigeti,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,French,,2.70145,48.34
3424,"Sergey Sergeevich Prokofiev to Guido Boni, 02 August 1925","Box: 1; Folder: 1925, July","Binder VIII, page 217",02 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Guido Boni,not_stated,Via Vittoria 6,Rome,,"Via Vittoria 6, Rome",original,letter,handwritten,French,,2.70145,48.34
3429,"Sergey Sergeevich Prokofiev to not_stated, 25 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 220",25 July 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,not_stated,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,French,,2.70145,48.34
3432,"Sergey Sergeevich Prokofiev to Weissmann, 26 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 224",26 July 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Weissmann,not_stated,not_stated,Berlin,,Berlin,original,letter,draft,French,,2.70145,48.34
3434,"Sergey Sergeevich Prokofiev to Lucien Chevaillier, 04 August 1925","Box: 1; Folder: 1925, July","Binder VIII, page 251",04 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Lucien Chevaillier,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,French,,2.70145,48.34
3443,"Sergey Sergeevich Prokofiev to Félix Delgrange, 03 August 1925","Box: 1; Folder: 1925, July","Binder VIII, page 246",03 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Félix Delgrange,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,French,,2.70145,48.34
3452,"Sergey Sergeevich Prokofiev to A Komarov, 19 August 1925","Box: 1; Folder: 1925, July","Binder VIII, page 244",19 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,A. Komarov,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,Russian,,2.70145,48.34
3457,"Sergey Sergeevich Prokofiev to Fyodor Weber, 01 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 256",01 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Fyodor Weber,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,Russian,,2.70145,48.34
3460,"Sergey Sergeevich Prokofiev to Auguste Capdeville, 03 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 260",03 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Auguste Capdeville,not_stated,89 Rue des Martyrs,Paris,,"89 Rue des Martyrs, Paris",original,letter,typed,French,,2.70145,48.34
3461,"Sergey Sergeevich Prokofiev to Ilia Lapina, 03 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 262",03 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",Ilia Lapina,not_stated,75-77 Rue Denfert-Rochereau,Paris,,"75-77 Rue Denfert-Rochereau, Paris",original,letter,typed,French,,2.34144,48.85721
3463,"Sergey Sergeevich Prokofiev to Clerical assistant, 14 September 1925","Box: 1; Folder: 1925, August","Binder VIII, page 269",14 September 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Clerical assistant,Direzione Italiana Concerti,Via Delle Finanze 14,Rome,,"Via Delle Finanze 14, Rome",original,letter,draft,French,,2.70145,48.34
3472,"Sergey Sergeevich Prokofiev to Boris Georgievich Romanov, 07 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 281",07 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Boris Georgievich Romanov,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,2.70145,48.34
3484,"Sergey Sergeevich Prokofiev to Serge Pavlovich Diaghilev, 11 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 307",11 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Serge Pavlovich Diaghilev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,2.70145,48.34
3487,"Sergey Sergeevich Prokofiev to Alexander Andreevich Zagorsky, 12 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 315",12 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Alexander Andreevich Zagorsky,not_stated,45 Rue de la Tour,Paris,,"45 Rue de la Tour, Paris",original,letter,typed,Russian,,2.70145,48.34
3488,"Sergey Sergeevich Prokofiev to Parnet, 12 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 316",12 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Parnet,not_stated,not_stated,Paris,,Paris,original,letter,draft,French,,2.70145,48.34
3498,"Sergey Sergeevich Prokofiev to Ekaterina Grigorevna Raevskaya, 17 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 335",17 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,With handwritten note by SP.,2.70145,48.34
3508,"Sergey Sergeevich Prokofiev to Pierre Petrovich Souvchinsky, 25 August 1925",not_stated,"Binder XLIII, page 54",25 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Pierre Petrovich Souvchinsky,not_stated,not_stated,not_stated,,not_stated,photocopy,letter,typed,Russian,,2.70145,48.34
3515,"Sergey Sergeevich Prokofiev to Boris Georgievich Romanov, 27 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 354",27 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Boris Georgievich Romanov,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,2.70145,48.34
3516,"Sergey Sergeevich Prokofiev to B. Mirline, 27 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 355",27 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,B. Mirline,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,"Addressed to Mirlin at Hotel Victoria. Royat, Puy de Dome, France. With hand-written note.",2.70145,48.34
3525,"Sergey Sergeevich Prokofiev to Boris Vladimirovich Asafiev, 31 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 363",31 August 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Boris Vladimirovich Asafiev,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,Russian,,2.70145,48.34
3542,"Sergey Sergeevich Prokofiev to Fatma Samoilenko, 01 September 1925",not_stated,"Binder XLII, page 121",01 September 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Fatma Samoilenko,not_stated,not_stated,not_stated,,not_stated,photocopy,letter,typed,Russian,,2.70145,48.34
3557,"Sergey Sergeevich Prokofiev to Fatma Samoilenko, 07 September 1925",not_stated,"Binder XLII, page 123",07 September 1925,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Fatma Samoilenko,not_stated,not_stated,not_stated,,not_stated,photocopy,letter,typed,Russian,,2.70145,48.34
