spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_full_address,original,document_type,format,language,notes
4114,"not_stated to Sergey Sergeevich Prokofiev, [01 June 1926]","Box: 2; Folder: 1926, June","Binder XI, page 18",[01 June 1926],implied,not_stated,not_stated,Rue du Phare,Quiberon,"Rue du Phare, Quiberon",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,French,"Address: '""Verdurette"" (?) Rue du Phare, Quiberon, (Morbihan) France."
4116,"Director to Sergey Sergeevich Prokofiev, June 1926",not_stated,"Binder XI, page 77",June 1926,exact,Director,not_stated,not_stated,Naples,Naples,Sergey Sergeevich Prokofiev,not_stated,not_stated,Naples,Naples,photocopy,letter,typed,French,"Addressed to SP ' p.adr. Mr Celentano, Napoli, Santabrigida.'"
4119,"Sergey Sergeevich Prokofiev to Clemens Krauss, 01 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 129",01 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",Clemens Krauss,not_stated,Bockenheimer Anlage I A,Frankfurt,"Bockenheimer Anlage I A, Frankfurt",original,letter,draft,French,Typed draft. Address of Recipient: 'Bockenheimer Anlage I A'.
4121,"Clerical assistant to Sergey Sergeevich Prokofiev, 01 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 133",01 July 1926,exact,Clerical assistant,Musical Courier Company,"437-439 Fifth Avenue, S.E. Corner 39th Street",New York,"437-439 Fifth Avenue, S.E. Corner 39th Street, New York",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,"c/o Guaranty Trust, Paris",original,letter,typed,English,
4122,"Sergey Sergeevich Prokofiev to Clerical assistant, 31 August 1926","Box: 2; Folder: 1926, July","Binder XI, page 134",31 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Clerical assistant,Musical Courier Company,"437-439 Fifth Avenue, S.E. Corner 39th Street",New York,"437-439 Fifth Avenue, S.E. Corner 39th Street, New York",original,letter,draft,English,
4123,"Sergey Sergeevich Prokofiev to Otto Klemperer, 01 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 135",01 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",Otto Klemperer,not_stated,Nerothal 29,Wiesbaden,"Nerothal 29, Wiesbaden",original,letter,draft,French,"Typed draft. Full addres of Recipient: Nerothal 29, Wiesbaden'."
4124,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 01 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 136",01 July 1926,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,original,telegram,handwritten,Russian,
4125,"Sergey Sergeevich Prokofiev to Boris Nikolaevich Demchinsky, 04 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 137",04 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,Boris Nikolaevich Demchinsky,not_stated,Mojaiska ul. 7,Leningrad,"Mojaiska ul. 7, Leningrad",original,telegram,draft,French,
4126,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 04 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 167",04 July 1926,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,not_stated,not_stated,Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",original,letter,handwritten,Russian,Letter in Russian from Soviet Union - text illegible.
4127,"Sergey Sergeevich Prokofiev to Anna Petrovna Ostroumova - Lebedeva, 08 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 137",08 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,Anna Petrovna Ostroumova - Lebedeva,not_stated,not_stated,Koktebel,Koktebel,original,letter,draft,Russian,
4128,"Sergey Sergeevich Prokofiev to Clerical assistant, 05 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 138",05 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",Clerical assistant,Direzione Italiana Concerti,Flaminia 59,Rome,"Flaminia 59, Rome",original,letter,draft,French,Typed draft.
4129,"Sergey Sergeevich Prokofiev to Ekaterina Grigorevna Raevskaya, 06 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 139",06 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,not_stated,not_stated,original,letter,draft,Russian,
4130,"Sergey Sergeevich Prokofiev to Clerical assistant, 07 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 140",07 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Clerical assistant,Guaranty Trust Company of New York,"437-439 Fifth Avenue, S.E. Corner 39th Street",New York,"437-439 Fifth Avenue, S.E. Corner 39th Street, New York",original,letter,draft,English,
4131,"Arnold Meckel to Sergey Sergeevich Prokofiev, 07 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 141",07 July 1926,exact,Arnold Meckel,not_stated,23 Rue du Rocher,Paris,"23 Rue du Rocher, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,original,letter,typed,French,
4132,"Wilhelmine Sieger to Sergey Sergeevich Prokofiev, 07 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 153",07 July 1926,exact,Wilhelmine Sieger,not_stated,not_stated,Frankfurt,Frankfurt,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,German,
4133,"Sergey Sergeevich Prokofiev to Vladimir Alexandrovich Dranishnikov, 08 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 143",08 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Vladimir Alexandrovich Dranishnikov,not_stated,not_stated,Leningrad,Leningrad,original,letter,draft,Russian,
4134,"Boris Nikolaevich Demchinsky to Sergey Sergeevich Prokofiev, 08 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 144",08 July 1926,exact,Boris Nikolaevich Demchinsky,not_stated,not_stated,Leningrad,Leningrad,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,telegram,typed,French,
4137,"Otto Klemperer to Sergey Sergeevich Prokofiev, 08 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 149",08 July 1926,exact,Otto Klemperer,not_stated,Nerothal 29,Wiesbaden,"Nerothal 29, Wiesbaden",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,German,Full address: 'Nerothal 29'.
4138,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 09 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 150",09 July 1926,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,
4139,"Wilhelmine Sieger to Sergey Sergeevich Prokofiev, 10 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 152",10 July 1926,exact,Wilhelmine Sieger,not_stated,not_stated,Frankfurt,Frankfurt,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,German,
4140,"Mikhail Georgievich Klimov to Sergey Sergeevich Prokofiev, 10 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 156",10 July 1926,exact,Mikhail Georgievich Klimov,Gosudarstvennaia Akademicheskaia Filarmoniia,Lassalia Ul. 2,Leningrad,"Lassalia Ul. 2, Leningrad",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,typed,Russian,
4141,"Sergey Sergeevich Prokofiev to Fritz Reiner, 12 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 157",12 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",Fritz Reiner,not_stated,Cincinnati Symphony Orchestra,Cincinnati,"Cincinnati Symphony Orchestra, Cincinnati",original,letter,draft,French,Typed draft.
4142,"Sergey Sergeevich Prokofiev to Wilhelmine Sieger, 14 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 165",14 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",Wilhelmine Sieger,not_stated,Buergerstrasse 65,Frankfurt,"Buergerstrasse 65, Frankfurt",original,letter,draft,French,Typed draft. Full address: ' Buergerstrasse 65'. See also XI / 153.
4143,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 14 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 166",14 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",Gavriil Grigorievich Paichadze,not_stated,not_stated,not_stated,not_stated,original,letter,draft,Russian,Typed draft to 'Gavriil Grigor'evich'. [Paichadze] ?
4144,"Sergey Sergeevich Prokofiev to Otto Klemperer, 14 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 169",14 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",Otto Klemperer,not_stated,not_stated,Sils-Baseglia,Sils-Baseglia,original,letter,draft,French,Typed draft.
4145,"Fitzhugh Haensel to Sergey Sergeevich Prokofiev, 14 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 170",14 July 1926,exact,Fitzhugh Haensel,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
4146,"Vladimir Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 14 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 172",14 July 1926,exact,Vladimir Nikolaevich Bashkirov,not_stated,Woolworth Building,New York,"Woolworth Building, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
4147,"Arnold Meckel to Sergey Sergeevich Prokofiev, 14 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 164",14 July 1926,exact,Arnold Meckel,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,original,telegram,handwritten,French,
4152,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 17 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 182",17 July 1926,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,not_stated,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,letter,handwritten,Russian,
4153,"Sergey Sergeevich Prokofiev to Mikhail Georgievich Klimov, 17 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 184",17 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Mikhail Georgievich Klimov,Gosudarstvennaia Akademicheskaia Filarmoniia,Lassalia Ul. 2,Leningrad,"Lassalia Ul. 2, Leningrad",original,letter,draft,Russian,Typed draft.
4154,"Sergey Sergeevich Prokofiev to Boleslav Leopoldovich Iavorsky, 19 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 185",19 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Boleslav Leopoldovich Iavorsky,not_stated,not_stated,Moscow,Moscow,original,letter,draft,Russian,
4155,"Sergey Sergeevich Prokofiev to Mikhail Georgievich Klimov, 17 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 186",17 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Mikhail Georgievich Klimov,not_stated,not_stated,Leningrad,Leningrad,original,letter,draft,Russian,Draft of XI / 184.
4156,"Anna Petrovna Osotroumova-Lebedeva to Sergey Sergeevich Prokofiev, 17 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 212",17 July 1926,exact,Anna Petrovna Osotroumova-Lebedeva,not_stated,not_stated,not_stated,not_stated,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,"c/o Guaranty Trust, Paris",original,postcard,handwritten,Russian,"Postcard re-addressed to 'Villa Langlois, Samoreau'. Originator: 'A.O'. Suggested A. O[stroumova]."
4157,"A. Jasmin to Sergey Sergeevich Prokofiev, 18 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 187",18 July 1926,exact,A. Jasmin,not_stated,59 Rue de Paris,Avallon,"59 Rue de Paris, Avallon",Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,postcard,handwritten,French,
4158,"Sergey Sergeevich Prokofiev to Boris Nikolaevich Demchinsky, 19 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 189",19 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Boris Nikolaevich Demchinsky,not_stated,Mojaiska 7,Leningrad,"Mojaiska 7, Leningrad",original,telegram,handwritten,French,Full address: 'Mozhaiska 7'.
4159,"Sergey Sergeevich Prokofiev to Fyodor Weber, 19 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 190",19 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Fyodor Weber,not_stated,not_stated,Berlin,Berlin,original,letter,draft,Russian,
4160,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 19 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 191",19 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,Paris,original,letter,draft,Russian,
4161,"Sergey Sergeevich Prokofiev to Ekaterina Grigorevna Raevskaya, 21 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 192",21 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Ekaterina Grigorevna Raevskaya,not_stated,"Nikol'skaia, d.3, kv. 4",Penza,"Nikol'skaia, d.3, kv. 4, Penza",original,postcard,handwritten,Russian,"Full address: (in Russian) 'Nikol'skaia, d.3, kv. 4'."
4162,"Wilhelmine Sieger to Sergey Sergeevich Prokofiev, 21 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 194",21 July 1926,exact,Wilhelmine Sieger,not_stated,not_stated,Frankfurt,Frankfurt,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,German,
4163,"Warren Klein to Sergey Sergeevich Prokofiev, 23 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 196",23 July 1926,exact,Warren Klein,not_stated,7 Avenue Matignon,Paris,"7 Avenue Matignon, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
4164,"Clerical assistant to Sergey Sergeevich Prokofiev, 23 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 200",23 July 1926,exact,Clerical assistant,Direzione Italiana Concerti,Flaminia 59,Rome,"Flaminia 59, Rome",Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,letter,typed,French,
4165,"Gavriil Grigorievich Paichadze to Sergey Sergeevich Prokofiev, 24 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 201",24 July 1926,exact,Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
4166,"Fitzhugh Haensel to Sergey Sergeevich Prokofiev, [25 July 1926]","Box: 2; Folder: 1926, July","Binder XI, page 204",[25 July 1926],implied,Fitzhugh Haensel,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
4167,"Sergey Sergeevich Prokofiev to Clerical assistant, 26 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 208",26 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",Clerical assistant,Societe des Auteurs et Compositeurs,10 Rue Chaptal,Paris,"10 Rue Chaptal, Paris",original,letter,draft,French,Typed draft.
4168,"Gavriil Grigorievich Paichadze to Sergey Sergeevich Prokofiev, 26 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 209",26 July 1926,exact,Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
4169,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 27 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 210",27 July 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,Paris,original,letter,draft,Russian,Typed draft.
4170,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 29 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 214",29 July 1926,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,not_stated,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,
4172,"Arnold Meckel to Sergey Sergeevich Prokofiev, 29 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 218",29 July 1926,exact,Arnold Meckel,not_stated,23 Rue du Rocher,Paris,"23 Rue du Rocher, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,original,letter,typed,French,"Also on notepaper 'Bureaux Transférés : 18 Rue La Boétie, Paris'."
4173,"Mikhail Georgievich Klimov to Sergey Sergeevich Prokofiev, 30 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 219",30 July 1926,exact,Mikhail Georgievich Klimov,Gosudarstvennaia Akademicheskaia Filarmoniia,Lassalia Ul. 2,Leningrad,"Lassalia Ul. 2, Leningrad",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,original,letter,typed,Russian,
4180,"Sergey Sergeevich Prokofiev to Boris Nikolaevich Bashkirov, 01 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 1",01 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Boris Nikolaevich Bashkirov,not_stated,not_stated,Paris,Paris,original,letter,draft,Russian,"With printed poem form magazine 'Vospominanie' by Boris Bashkirov, dated in SP's hand, Paris, July, 1926."
4181,"Sergey Sergeevich Prokofiev to Arnold Meckel, 01 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 2",01 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Arnold Meckel,not_stated,not_stated,Évian-les-Bains,Évian-les-Bains,original,letter,typed,French,Full address: 'Casino Municipal'.
4183,"Warren Klein to Sergey Sergeevich Prokofiev, 02 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 18",02 August 1926,exact,Warren Klein,not_stated,24 Rue Bayard,Paris,"24 Rue Bayard, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
4184,"Sonia Brichant to Sergey Sergeevich Prokofiev, 03 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 4",03 August 1926,exact,Sonia Brichant,not_stated,not_stated,not_stated,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,
4185,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 03 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 6",03 August 1926,exact,Boris Stepanovich Zakharov,not_stated,not_stated,not_stated,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,Originator: 'Ts.i B.'.
4186,"Véra Prokofieff to Sergey Sergeevich Prokofiev, 03 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 8",03 August 1926,exact,Véra Prokofieff,not_stated,not_stated,Vichy,Vichy,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,French,
4187,"Marcel de Valmalète to Sergey Sergeevich Prokofiev, 04 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 10",04 August 1926,exact,Marcel de Valmalète,not_stated,45-47 Rue La Boétie,Paris,"45-47 Rue La Boétie, Paris",Sergey Sergeevich Prokofiev,not_stated,22 Rue Rochechouart,Paris,"22 Rue Rochechouart, Paris",original,letter,typed,French,
4188,"Arnold Meckel to Sergey Sergeevich Prokofiev, 05 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 11",05 August 1926,exact,Arnold Meckel,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,original,telegram,handwritten,French,
4189,"Pierre Blois to Sergey Sergeevich Prokofiev, 06 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 12",06 August 1926,exact,Pierre Blois,not_stated,22 Rue Rochechouart,Paris,"22 Rue Rochechouart, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,letter,typed,French,Originator: possibly 'Pierre ?'
4190,"Sergey Sergeevich Prokofiev to Mikhail Georgievich Klimov, 06 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 17",06 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Mikhail Georgievich Klimov,not_stated,Lassalia Ul. 2,Leningrad,"Lassalia Ul. 2, Leningrad",original,letter,draft,Russian,Typed draft.
4191,"Gavriil Grigorievich Paichadze to Sergey Sergeevich Prokofiev, 07 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 22",07 August 1926,exact,Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
4193,"Sergey Sergeevich Prokofiev to Marcel de Valmalète, 08 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 28",08 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Marcel de Valmalète,not_stated,45-47 Rue La Boétie,Paris,"45-47 Rue La Boétie, Paris",original,letter,draft,French,Typed draft.
4194,"Sergey Sergeevich Prokofiev to Fyodor Weber, 08 August 1926",not_stated,"Binder XLI, page 214",08 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",photocopy,postcard,handwritten,Russian,
4195,"Sergey Sergeevich Prokofiev to Auguste Capdeville, 09 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 29",09 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Auguste Capdeville,not_stated,89 Rue des Martyrs,Paris,"89 Rue des Martyrs, Paris",original,letter,draft,French,Typed draft.
4196,"Sergey Sergeevich Prokofiev to Pierre Blois, 10 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 30",10 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,Pierre Blois,not_stated,Château d'Antoniac,Razac sur l'Isle,"Château d'Antoniac, Razac sur l'Isle",original,letter,draft,French,Typed draft. Full address: 'Par Razac sur l'Isle'.
4197,"Boleslav Leopoldovich Iavorsky to Sergey Sergeevich Prokofiev, 11 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 31",11 August 1926,exact,Boleslav Leopoldovich Iavorsky,not_stated,not_stated,Moscow,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
4198,"Fitzhugh Haensel to Sergey Sergeevich Prokofiev, 11 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 33",11 August 1926,exact,Fitzhugh Haensel,not_stated,33 West 42nd Street,New York,"33 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,"c/o Guaranty Trust, Paris",original,letter,typed,English,
4199,"Vladimir Alexandrovich Dukelsky to Sergey Sergeevich Prokofiev, 12 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 34",12 August 1926,exact,Vladimir Alexandrovich Dukelsky,not_stated,not_stated,not_stated,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,"Villa Langlois, Samoreau",original,telegram,handwritten,French,
4200,"Fyodor Weber to Sergey Sergeevich Prokofiev, 12 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 35",12 August 1926,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
4201,"Nadia Raevskaya to Sergey Sergeevich Prokofiev, 12 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 38",12 August 1926,exact,Nadia Raevskaya,not_stated,"Arbat 5, kv. 10",Moscow,"Arbat 5, kv. 10, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,"Full address: 'Arbat 5, kv. 10'."
4202,"Sergey Sergeevich Prokofiev to A. Jasmin, 13 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 42",13 August 1926,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,A. Jasmin,not_stated,59 Rue de Paris,Avallon,"59 Rue de Paris, Avallon",original,letter,handwritten,French,
4203,"Marcel de Valmalète to Sergey Sergeevich Prokofiev, 13 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 43",13 August 1926,exact,Marcel de Valmalète,not_stated,45-47 Rue La Boétie,Paris,"45-47 Rue La Boétie, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,original,postcard,typed,French,
4204,"T. Durand to Sergey Sergeevich Prokofiev, 13 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 45",13 August 1926,exact,T. Durand,not_stated,Rue du 11 - Novembre,Samois-sur-Seine,"Rue du 11 - Novembre, Samois-sur-Seine",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,Samoreau,original,letter,handwritten,French,
4205,"A. Jasmin to Sergey Sergeevich Prokofiev, 14 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 46",14 August 1926,exact,A. Jasmin,not_stated,59 Rue de Paris,Avallon,"59 Rue de Paris, Avallon",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,French,
4206,"Iulii Lvovich Maevsky to Sergey Sergeevich Prokofiev, 14 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 49",14 August 1926,exact,Iulii Lvovich Maevsky,not_stated,Lacplisa iela No 11,Riga,"Lacplisa iela No 11, Riga",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,"Full address: 'Latvia (crossed out) Lettonie, Riga, Lacplisa iela No 11'."
