spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_full_address,original,document_type,format,language,notes
7233,"Clerical assistant to Sergei Sergeevich Prokofiev, 11 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 153",11 February 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,Biltmore Hotel,Los Angeles,"Biltmore Hotel, Los Angeles",original,letter,typed,English,
7234,"Clerical assistant to Sergei Sergeevich Prokofiev, 11 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 154",11 February 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,Biltmore Hotel,Los Angeles,"Biltmore Hotel, Los Angeles",original,letter,typed,English,
7236,"Sonia Brichant to Sergei Sergeevich Prokofiev, 11 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 156",11 February 1930,exact,Sonia Brichant,not_stated,not_stated,Hamburg,Hamburg,Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,postcard,handwritten,Russian,
7237,"Sergei Sergeevich Prokofiev to Sergei Mitrofanovich Gorodetsky, 11 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 157",11 February 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,Sergei Mitrofanovich Gorodetsky,not_stated,not_stated,Moscow,Moscow,original,letter,draft,Russian,
7238,"Gavriil Grigorievich Paichadze to Sergei Sergeevich Prokofiev, 12 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 158",12 February 1930,exact,Gavriil Grigorievich Paichadze,not_stated,not_stated,London,London,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
7239,"Clerical assistant to Sergei Sergeevich Prokofiev, 12 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 162",12 February 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,Los Angeles,original,letter,typed,English,
7240,"Clerical assistant to Sergei Sergeevich Prokofiev, 12 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 163",12 February 1930,exact,Clerical assistant,"Gloria Productions, Inc.",not_stated,Culver City,Culver City,Sergei Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,Los Angeles,original,letter,typed,English,
7242,"R. B. Berman to Sergei Sergeevich Prokofiev, 13 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 164",13 February 1930,exact,R. B. Berman,not_stated,"6630 Moore Drive, Carthay Center",Los Angeles,"6630 Moore Drive, Carthay Center, Los Angeles",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
7243,"Beata Bolm to Sergei Sergeevich Prokofiev, 13 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 165",13 February 1930,exact,Beata Bolm,not_stated,624 South Michigan Boulevard,Chicago,"624 South Michigan Boulevard, Chicago",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
7244,"Boris Vladimirovich Asafiev to Sergei Sergeevich Prokofiev, 13 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 169",13 February 1930,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Leningrad,Leningrad,Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,postcard,handwritten,Russian,
7245,"H. E. Voegeli to Sergei Sergeevich Prokofiev, 13 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 171",13 February 1930,exact,H. E. Voegeli,not_stated,220 Michigan Boulevard,Chicago,"220 Michigan Boulevard, Chicago",Sergei Sergeevich Prokofiev,not_stated,244 Kearny Street,San Francisco,"244 Kearny Street, San Francisco",original,letter,typed,English,
7246,"Janet C. Cobbe to Sergei Sergeevich Prokofiev, 13 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 172",13 February 1930,exact,Janet C. Cobbe,not_stated,not_stated,Carmel,Carmel,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,typed,English,
7247,"Clerical assistant to Sergei Sergeevich Prokofiev, 14 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 173",14 February 1930,exact,Clerical assistant,Doctors Adjusting & Auditing Company,50 East 42nd Street,New York,"50 East 42nd Street, New York",Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,letter,typed,English,
7248,"Felix Borowski to Sergei Sergeevich Prokofiev, 14 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 174",14 February 1930,exact,Felix Borowski,not_stated,637 Fine Arts Building,Chicago,"637 Fine Arts Building, Chicago",Sergei Sergeevich Prokofiev,not_stated,244 Kearny Street,San Francisco,"244 Kearny Street, San Francisco",original,letter,typed,English,
7250,"Sergei Sergeevich Prokofiev to Fitzhugh Haensel, 14 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 175",14 February 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,Los Angeles,Fitzhugh Haensel,not_stated,not_stated,New York,New York,original,letter,draft,English,
7251,"Clerical assistant to Sergei Sergeevich Prokofiev, 14 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 177",14 February 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,Los Angeles,original,letter,typed,English,
7252,"Elizabeth Sprague Coolidge to Sergei Sergeevich Prokofiev, [14 February 1930]","Box: 3; Folder: 1930, February","Binder XXIII, page 178",[14 February 1930],implied,Elizabeth Sprague Coolidge,not_stated,not_stated,Los Angeles,Los Angeles,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
7253,"Serge Alexandrovich Koussevitzky to George Maxwell, 15 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 183",15 February 1930,exact,Serge Alexandrovich Koussevitzky,not_stated,Symphony Hall,Boston,"Symphony Hall, Boston",George Maxwell,not_stated,14 East 43rd Street,New York,"14 East 43rd Street, New York",original,letter,typed,French,
7254,"Clerical assistant to Sergei Sergeevich Prokofiev, 15 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 182",15 February 1930,exact,Clerical assistant,"Singing and Playing, The Magazine of Musical life",111 West 57th Street,Y,"111 West 57th Street, Y",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,typed,English,
7255,"Tania Raevskaya to Sergei Sergeevich Prokofiev, 16 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 184",16 February 1930,exact,Tania Raevskaya,not_stated,Kaiser Wilhelmstrasse 11,Potsdam,"Kaiser Wilhelmstrasse 11, Potsdam",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
7256,"Sergei Sergeevich Prokofiev to Elizabeth Sprague Coolidge, 16 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 188",16 February 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Santa Barbara,Santa Barbara,Elizabeth Sprague Coolidge,not_stated,not_stated,Los Angeles,Los Angeles,original,letter,draft,English,
7257,"Frederic H. Loeffler to Sergei Sergeevich Prokofiev, 17 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 190",17 February 1930,exact,Frederic H. Loeffler,not_stated,95 Avenue des Champs Élysées,Paris,"95 Avenue des Champs Élysées, Paris",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,French,Originator: Loeffler's secretary.
7260,"not_stated to Sergei Sergeevich Prokofiev, 17 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 195",17 February 1930,exact,not_stated,not_stated,not_stated,San Francisco,San Francisco,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
7261,"Mikhail Fedorovich Astrof to Sergei Sergeevich Prokofiev, 18 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 198",18 February 1930,exact,Mikhail Fedorovich Astrof,not_stated,not_stated,Cannes,Cannes,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
7262,"George Maxwell to Serge Alexandrovich Koussevitzky, 18 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 199",18 February 1930,exact,George Maxwell,not_stated,14 East 43rd Street,New York,"14 East 43rd Street, New York",Serge Alexandrovich Koussevitzky,not_stated,Symphony Hall,Boston,"Symphony Hall, Boston",original,letter,typed,French,
7263,"Sergei Sergeevich Prokofiev to Jean Codina, 18 February 1930",not_stated,"Binder XLI, page 242",18 February 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,Jean Codina,not_stated,Villa Anais,Le Cannet,"Villa Anais, Le Cannet",photocopy,postcard,handwritten,Russian,
7264,"Clerical assistant to Sergei Sergeevich Prokofiev, 19 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 202",19 February 1930,exact,Clerical assistant,Haensel & Jones,not_stated,New York,New York,Sergei Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,Los Angeles,original,telegram,typed,English,
7266,"Carl Engel to Sergei Sergeevich Prokofiev, 19 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 204",19 February 1930,exact,Carl Engel,not_stated,not_stated,"Washington, DC","Washington, D.C.",Sergei Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,Los Angeles,original,telegram,typed,English,
7267,"Bruno David Ussher to Sergei Sergeevich Prokofiev, 19 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 205",19 February 1930,exact,Bruno David Ussher,"Evening Express, Associated Press News Service",236 - 240 South Hill Street,Los Angeles,"236 - 240 South Hill Street, Los Angeles",Sergei Sergeevich Prokofiev,not_stated,Biltmore Hotel,Los Angeles,"Biltmore Hotel, Los Angeles",original,letter,typed,English,
7268,"Clerical assistant to Sergei Sergeevich Prokofiev, 20 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 206",20 February 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,Congress Hotel,Chicago,"Congress Hotel, Chicago",original,letter,typed,English,
7269,"Evelyn Olmsted to Sergei Sergeevich Prokofiev, 20 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 212",20 February 1930,exact,Evelyn Olmsted,not_stated,not_stated,Burlingame,Burlingame,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
7270,"Sergei Sergeevich Prokofiev to Carl Engel, 20 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 214",20 February 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,Los Angeles,Carl Engel,not_stated,not_stated,"Washington, D.C.","Washington, D.C.",original,letter,draft,French,
7273,"Nikolai Dmitrievich Nabokov to Sergei Sergeevich Prokofiev, 21 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 207",21 February 1930,exact,Nikolai Dmitrievich Nabokov,not_stated,252 Rue du Faubourg St. Honoré,Paris,"252 Rue du Faubourg St. Honoré, Paris",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
7274,"Clerical assistant to Sergei Sergeevich Prokofiev, 21 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 215",21 February 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,220 Michigan Boulevard,Chicago,"220 Michigan Boulevard, Chicago",original,letter,typed,English,
7275,"John Carpenter to Sergei Sergeevich Prokofiev, 21 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 217",21 February 1930,exact,John Carpenter,not_stated,not_stated,Chicago,Chicago,Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,telegram,typed,English,
7276,"Anna Petrovna Uvarova to Sergei Sergeevich Prokofiev, 21 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 279",21 February 1930,exact,Anna Petrovna Uvarova,not_stated,not_stated,not_stated,not_stated,Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,postcard,handwritten,Russian,
7277,"Sergei Sergeevich Prokofiev to Marcel de Valmalète, 22 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 218",22 February 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,Marcel de Valmalète,not_stated,not_stated,Paris,Paris,original,letter,draft,French,
7278,"Paul Frederic Bowler to Sergei Sergeevich Prokofiev, 22 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 220",22 February 1930,exact,Paul Frederic Bowler,not_stated,not_stated,New York,New York,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,French,
7279,"Sonia Brichant to Sergei Sergeevich Prokofiev, 22 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 225",22 February 1930,exact,Sonia Brichant,not_stated,not_stated,not_stated,not_stated,Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,letter,handwritten,Russian,
7280,"Frederick Stock to Sergei Sergeevich Prokofiev, 23 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 227",23 February 1930,exact,Frederick Stock,not_stated,1325 Astor Street,Chicago,"1325 Astor Street, Chicago",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,typed,English,
7281,"Louis Ling to Sergei Sergeevich Prokofiev, 24 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 228",24 February 1930,exact,Louis Ling,not_stated,not_stated,Detroit,Detroit,Sergei Sergeevich Prokofiev,not_stated,not_stated,Chicago,Chicago,original,telegram,typed,English,
7282,"Clerical assistant to Sergei Sergeevich Prokofiev, 24 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 229",24 February 1930,exact,Clerical assistant,Doctors Adjusting & Auditing Company,50 East 42nd Street,New York,"50 East 42nd Street, New York",Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,letter,typed,English,
7284,"S. Ughet to Sergei Sergeevich Prokofiev, 24 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 231",24 February 1930,exact,S. Ughet,not_stated,17 East 42nd  Street,New York,"17 East 42nd Street, New York",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,typed,Russian,
7285,"Louis Ling to Sergei Sergeevich Prokofiev, 25 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 228",25 February 1930,exact,Louis Ling,not_stated,not_stated,Detroit,Detroit,Sergei Sergeevich Prokofiev,not_stated,not_stated,Chicago,Chicago,original,telegram,typed,English,
7286,"Sergei Sergeevich Prokofiev to Olga Bogdanovna Orlova-Denisova, 25 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 233",25 February 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Chicago,Chicago,Olga Bogdanovna Orlova-Denisova,not_stated,not_stated,Paris,Paris,original,letter,draft,Russian,
7287,"Alfredo Casella to Sergei Sergeevich Prokofiev, 26 February 1930","Box: 3; Folder: 1930, January","Binder XXIII, page 235",26 February 1930,exact,Alfredo Casella,not_stated,Via G. Nicotera 5,Rome,"Via G. Nicotera 5, Rome",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,typed,French,
7288,"Sergei Sergeevich Prokofiev to Mr Cuvelier, 26 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 236",26 February 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Chicago,Chicago,Mr Cuvelier,not_stated,not_stated,Brussels,Brussels,original,letter,draft,French,
7289,"Ilse Birnbaum to Sergei Sergeevich Prokofiev, 27 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 239",27 February 1930,exact,Ilse Birnbaum,not_stated,5340 Woodlawn Avenue,Chicago,"5340 Woodlawn Avenue, Chicago",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,Notepaper headed 'Ilse Birnbaum'.
7290,"F. R. Brewer to Sergei Sergeevich Prokofiev, 27 February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 241",27 February 1930,exact,F. R. Brewer,not_stated,72 Commonwealth Avenue,Boston,"72 Commonwealth Avenue, Boston",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
7291,"Pierre Petrovich Souvchinsky to Sergei Sergeevich Prokofiev, [27 February 1930]","Box: 3; Folder: 1930, February","Binder XXIII, page 167",[27 February 1930],implied,Pierre Petrovich Souvchinsky,not_stated,not_stated,Paris,Paris,Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,postcard,handwritten,Russian,
7293,"Clerical assistant to Clerical assistant, February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 134",February 1930,exact,Clerical assistant,Haensel & Jones,not_stated,not_stated,not_stated,Clerical assistant,Gloria Swanson Production,not_stated,Culver City,Culver City,original,telegram,typed,English,
7294,"Bruno David Ussher to Sergei Sergeevich Prokofiev, February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 205",February 1930,exact,Bruno David Ussher,not_stated,236 - 240 South Hill Street,Los Angeles,"236 - 240 South Hill Street, Los Angeles",Sergei Sergeevich Prokofiev,not_stated,not_stated,Los Angeles,Los Angeles,original,letter,typed,English,Duplicate entry for document ID=5673
7296,"J. Kogan to Sergei Sergeevich Prokofiev, February 1930","Box: 3; Folder: 1930, February","Binder XXIII, page 242",February 1930,exact,J. Kogan,not_stated,not_stated,San Francisco,San Francisco,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
7298,"Clerical assistant to Sergei Sergeevich Prokofiev, 01 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 246",01 March 1930,exact,Clerical assistant,Haensel & Jones,not_stated,New York,New York,Sergei Sergeevich Prokofiev,not_stated,220 Michigan Boulevard,Chicago,"220 Michigan Boulevard, Chicago",original,telegram,typed,English,
7299,"Ivan Alexandrovich Vyshnegradsky to Sergei Sergeevich Prokofiev, 01 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 247",01 March 1930,exact,Ivan Alexandrovich Vyshnegradsky,not_stated,not_stated,Paris,Paris,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
7300,"Sergei Sergeevich Prokofiev to Frederick Stock, 01 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 248",01 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Chicago,Chicago,Frederick Stock,not_stated,not_stated,not_stated,not_stated,original,letter,draft,English,
7301,"Sergei Sergeevich Prokofiev to Mr Cuvelier, 03 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 251",03 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Detroit,Detroit,Mr Cuvelier,not_stated,not_stated,not_stated,not_stated,original,letter,draft,French,
7302,"Sergei Sergeevich Prokofiev to Evelyn Olmsted, 03 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 252",03 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Detroit,Detroit,Evelyn Olmsted,not_stated,not_stated,Burlingame,Burlingame,original,letter,draft,French,
7303,"Marcel de Valmalète to Sergei Sergeevich Prokofiev, 04 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 254",04 March 1930,exact,Marcel de Valmalète,not_stated,45-47 Rue La Boétie,Paris,"45-47 Rue La Boétie, Paris",Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,letter,typed,French,
7304,"Gavriil Grigorievich Paichadze to Sergei Sergeevich Prokofiev, 04 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 255",04 March 1930,exact,Gavriil Grigorievich Paichadze,not_stated,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,Russian,
7308,"Clerical assistant to Sergei Sergeevich Prokofiev, 05 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 259",05 March 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,118 West 59th Street,New York,"118 West 59th Street, New York",original,letter,typed,English,
7310,"Clerical assistant to Sergei Sergeevich Prokofiev, 06 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 261",06 March 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,118 West 59th Street,New York,"118 West 59th Street, New York",original,letter,typed,English,
7314,"Sergei Sergeevich Prokofiev to Clerical assistant, 06 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 265",06 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,New York,New York,Clerical assistant,not_stated,not_stated,London,London,original,letter,draft,English,
7315,"Sergei Sergeevich Prokofiev to Edward Ziegler, 06 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 266",06 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,New York,New York,Edward Ziegler,not_stated,not_stated,New York,New York,original,letter,draft,French,
7316,"Clerical assistant to Sergei Sergeevich Prokofiev, 07 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 268",07 March 1930,exact,Clerical assistant,"Concert Management Arthur Judson, Inc.",113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",original,letter,typed,English,
7317,"Clerical assistant to Sergei Sergeevich Prokofiev, 07 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 269",07 March 1930,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,118 West 59th Street,New York,"118 West 59th Street, New York",original,letter,typed,English,
7318,"Evelyn Olmsted to Sergei Sergeevich Prokofiev, 07 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 270",07 March 1930,exact,Evelyn Olmsted,not_stated,1405 Bellerue ave,Burlingame,"1405 Bellerue ave, Burlingame",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
7319,"not_stated to Sergei Sergeevich Prokofiev, 07 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 274",07 March 1930,exact,not_stated,not_stated,not_stated,New York,New York,Sergei Sergeevich Prokofiev,not_stated,In transit,Baltimore,"In transit, Baltimore",original,telegram,typed,English,"Originator: ""Topka""?"
7321,"Maurice Dargent to Sergei Sergeevich Prokofiev, 08 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 273",08 March 1930,exact,Maurice Dargent,not_stated,1 Rue Chernoviz,Paris,"1 Rue Chernoviz, Paris",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,typed,French,
7322,"Sergei Sergeevich Prokofiev to Clerical assistant, 08 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 275",08 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,New York,New York,Clerical assistant,Philarmony of Los Angeles,not_stated,not_stated,not_stated,original,letter,draft,English,
7323,"Sergei Sergeevich Prokofiev to Mr Rozing, 08 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 276",08 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,Mr Rozing,not_stated,not_stated,New York,New York,original,letter,draft,Russian,"Written on the reverse side of the letter to Philarmony of Los Angeles (1930-03-08), Goldsmith location XXIII/275"
7325,"not_stated to Sergei Sergeevich Prokofiev, 10 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 278",10 March 1930,exact,not_stated,not_stated,not_stated,Le Cannet,Le Cannet,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,French,
7329,"Sergei Sergeevich Prokofiev to Clerical assistant, 11 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 229",11 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,not_stated,Havana,Havana,Clerical assistant,Havana,not_stated,not_stated,not_stated,original,letter,draft,English,
7331,"Clerical assistant to Sergei Sergeevich Prokofiev, 11 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 286",11 March 1930,exact,Clerical assistant,Club Musical,not_stated,Vedado,Vedado,Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
7332,"Carolyn Beebe to Sergei Sergeevich Prokofiev, 12 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 288",12 March 1930,exact,Carolyn Beebe,not_stated,113 West 57th Street,New York,"113 West 57th Street, New York",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,handwritten,English,
7333,"Sergei Sergeevich Prokofiev to Boris Nikolaevich Demchinsky, 12 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 289",12 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,No 55 - 17th St. and Corner J,Havana,"No 55 - 17th St. and Corner J, Havana",Boris Nikolaevich Demchinsky,not_stated,not_stated,Leningrad,Leningrad,original,letter,draft,Russian,4 letter drafts on one piece of paper.
7334,"Sergei Sergeevich Prokofiev to Boleslav Leopoldovich Iavorsky, 12 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 289",12 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,No 55 - 17th St. and Corner J,Havana,"No 55 - 17th St. and Corner J, Havana",Boleslav Leopoldovich Iavorsky,not_stated,not_stated,Moscow,Moscow,original,letter,draft,Russian,4 letter drafts on one piece of paper.
7335,"Sergei Sergeevich Prokofiev to Vladimir Alexandrovich Dranishnikov, 12 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 290",12 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,No 55 - 17th St. and Corner J,Havana,"No 55 - 17th St. and Corner J, Havana",Vladimir Alexandrovich Dranishnikov,not_stated,not_stated,Leningrad,Leningrad,original,letter,draft,Russian,4 letter drafts on one piece of paper.
7336,"Sergei Sergeevich Prokofiev to Boris Evseevich Gusman, 12 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 290",12 March 1930,exact,Sergei Sergeevich Prokofiev,not_stated,No 55 - 17th St. and Corner J,Havana,"No 55 - 17th St. and Corner J, Havana",Boris Evseevich Gusman,not_stated,not_stated,Moscow,Moscow,original,letter,draft,Russian,4 letter drafts on one piece of paper.
7337,"Pierre Blois to Sergei Sergeevich Prokofiev, 12 March 1930","Box: 3; Folder: 1930, March","Binder XXIII, page 291",12 March 1930,exact,Pierre Blois,not_stated,66 Rue de l'Université,Paris,"66 Rue de l'Université, Paris",Sergei Sergeevich Prokofiev,not_stated,not_stated,not_stated,not_stated,original,letter,typed,French,
